2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-03-10/14:33:38		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:38		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:38		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:38		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:38		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:39		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:39		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:39		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:39		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:39		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:40		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:40		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:40		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:40		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:40		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:40		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:41		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:41		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:41		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:41		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:41		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:42		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:42		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:42		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:42		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:42		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:43		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:43		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:43		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:43		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:43		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:44		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:45		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:46		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:47		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:48		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:49		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:50		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:51		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:52		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:53		 hypothyroid_0211198_0102062112000.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:54		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:55		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:56		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:57		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:58		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:33:59		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:00		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:01		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:02		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:03		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
2020-03-10/14:34:04		 hypothyroid_0211198_0102062112001.csv: File loaded successfully!!
